what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.jem.util,2.1.3.v201012070000,"org.eclipse.jem.util",1300462271421
started,bundle,org.eclipse.jface,3.6.2.M20110210-1200,"org.eclipse.jface",1300462271421
started,bundle,org.eclipse.jsch.core,1.1.200.I20100505-1245,"org.eclipse.jsch.core",1300462271421
started,bundle,org.eclipse.jst.j2ee.ui,1.1.404.v201101122300,"org.eclipse.jst.j2ee.ui",1300462271421
started,bundle,org.eclipse.jst.j2ee.webservice,1.1.400.v201004110600,"org.eclipse.jst.j2ee.webservice",1300462271421
started,bundle,org.eclipse.jst.j2ee.webservice.ui,1.1.400.v201004110600,"org.eclipse.jst.j2ee.webservice.ui",1300462271421
started,bundle,org.eclipse.jst.ws.jaxws.utils,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.utils",1300462271437
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1300462271437
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1300462271437
started,bundle,org.eclipse.mylyn.commons.net,3.4.1.v20100625-2100-e3x,"org.eclipse.mylyn.commons.net",1300462271437
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1300462271453
started,bundle,org.eclipse.mylyn.context.core,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.core",1300462271453
started,bundle,org.eclipse.mylyn.context.ui,3.4.2.v20110131-0100-e3x,"org.eclipse.mylyn.context.ui",1300462271453
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.1.v20110131-0100-e3x,"org.eclipse.mylyn.monitor.ui",1300462271453
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.tasks.ui",1300462271453
started,bundle,org.eclipse.mylyn.team.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.team.ui",1300462271468
started,bundle,org.eclipse.team.core,3.5.101.R36x_v20110203-1036,"org.eclipse.team.core",1300462271468
started,bundle,org.eclipse.team.ui,3.5.102.R36x_v20110203-1036,"org.eclipse.team.ui",1300462271468
started,bundle,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui",1300462271468
started,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1300462271468
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1300462271468
started,bundle,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.ide",1300462271468
started,bundle,org.eclipse.ui.intro,3.4.0.v20100427,"org.eclipse.ui.intro",1300462271500
started,bundle,org.eclipse.ui.intro.universal,3.2.402.r36_v20100702,"org.eclipse.ui.intro.universal",1300462271500
started,bundle,org.eclipse.ui.navigator,3.5.0.I20100601-0800,"org.eclipse.ui.navigator",1300462271500
started,bundle,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.resources",1300462271500
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1300462271500
started,bundle,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views",1300462271500
started,bundle,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"org.eclipse.ui.workbench",1300462271500
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1300462271500
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1300462271500
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1300462271500
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1300462271500
started,bundle,org.eclipse.wst.common.emf,1.2.3.v201012100400,"org.eclipse.wst.common.emf",1300462271515
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.3.v201012020600,"org.eclipse.wst.common.emfworkbench.integration",1300462271515
started,bundle,org.eclipse.wst.common.frameworks,1.2.0.v201003040800,"org.eclipse.wst.common.frameworks",1300462271515
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.102.v201008170019,"org.eclipse.wst.common.project.facet.core",1300462271515
started,bundle,org.eclipse.wst.server.core,1.1.206.v20110110,"org.eclipse.wst.server.core",1300462271515
started,bundle,org.eclipse.wst.server.ui,1.1.207.v20110119,"org.eclipse.wst.server.ui",1300462271515
started,bundle,org.eclipse.wst.web,1.1.402.v201012160000,"org.eclipse.wst.web",1300462271515
started,bundle,org.eclipse.wst.xml.core,1.1.503.v201102102045,"org.eclipse.wst.xml.core",1300462271515
started,bundle,org.eclipse.egit.core,0.11.1,"org.eclipse.egit.core",1300462271515
started,bundle,org.eclipse.egit.ui,0.11.1,"org.eclipse.egit.ui",1300462271515
started,bundle,org.eclipse.jgit,0.11.1,"org.eclipse.jgit",1300462271515
started,bundle,org.guvnor.tools,5.2.0.v20110116-0638-H14,"org.guvnor.tools",1300462271515
started,bundle,org.jboss.ide.eclipse.as.core,2.2.0.v20110216-1758-H51-GA,"org.jboss.ide.eclipse.as.core",1300462271515
started,bundle,org.jboss.tools.common,3.2.0.v20110215-1235-H25-GA,"org.jboss.tools.common",1300462271515
started,bundle,org.jboss.tools.jmx.core,1.2.0.v20110215-1231-H25-GA,"org.jboss.tools.jmx.core",1300462271515
started,bundle,org.jboss.tools.seam.core,3.2.0.v20110216-1818-H44-GA,"org.jboss.tools.seam.core",1300462271515
started,bundle,org.jboss.tools.seam.ui,3.2.0.v20110216-1818-H44-GA,"org.jboss.tools.seam.ui",1300462271515
started,bundle,org.springframework.ide.eclipse.aop.core,2.5.2.201102280943-SR3,"org.springframework.ide.eclipse.aop.core",1300462271515
started,bundle,org.springframework.ide.eclipse.aop.ui,2.5.2.201102280943-SR3,"org.springframework.ide.eclipse.aop.ui",1300462271515
started,bundle,org.springframework.ide.eclipse.beans.core,2.5.2.201102280943-SR3,"org.springframework.ide.eclipse.beans.core",1300462271515
started,bundle,org.springframework.ide.eclipse.beans.ui,2.5.2.201102280943-SR3,"org.springframework.ide.eclipse.beans.ui",1300462271515
started,bundle,org.springframework.ide.eclipse.core,2.5.2.201102280943-SR3,"org.springframework.ide.eclipse.core",1300462271515
started,bundle,org.springframework.ide.eclipse.ui,2.5.2.201102280943-SR3,"org.springframework.ide.eclipse.ui",1300462271515
os,sysinfo,,,"win32",1300462271531
arch,sysinfo,,,"x86",1300462271531
ws,sysinfo,,,"win32",1300462271531
locale,sysinfo,,,"de_DE",1300462271531
processors,sysinfo,,,"2",1300462271531
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1300462271531
java.runtime.version,sysinfo,,,"1.6.0_07-b06",1300462271531
java.specification.name,sysinfo,,,"Java Platform API Specification",1300462271531
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1300462271531
java.specification.version,sysinfo,,,"1.6",1300462271531
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1300462271531
java.version,sysinfo,,,"1.6.0_07",1300462271531
java.vm.info,sysinfo,,,"mixed mode",1300462271531
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1300462271531
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1300462271531
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1300462271531
java.vm.specification.version,sysinfo,,,"1.0",1300462271531
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1300462271531
java.vm.version,sysinfo,,,"10.0-b23",1300462271531
started,bundle,org.eclipse.team.svn.mylyn,0.7.9.I20110207-1700,"org.eclipse.team.svn.mylyn",1300462271578
started,bundle,org.jboss.ide.eclipse.as.ui,2.2.0.v20110216-1758-H51-GA,"org.jboss.ide.eclipse.as.ui",1300462271640
started,bundle,org.jboss.tools.common.model,3.2.0.v20110215-1235-H25-GA,"org.jboss.tools.common.model",1300462271671
started,bundle,org.jboss.tools.runtime,1.2.0.v20110215-1238-H28-GA,"org.jboss.tools.runtime",1300462271671
started,bundle,org.eclipse.team.cvs.core,3.3.301.R36x_v20110119-0815,"org.eclipse.team.cvs.core",1300462271703
started,bundle,org.jboss.tools.runtime.ui,1.0.0.v20110215-1238-H28-GA,"org.jboss.tools.runtime.ui",1300462271718
started,bundle,org.jboss.tools.usage,1.0.0.v20110215-1224-H25-GA,"org.jboss.tools.usage",1300462271750
started,bundle,org.springframework.ide.eclipse.osgi.targetdefinition,2.5.2.201102280943-SR3,"org.springframework.ide.eclipse.osgi.targetdefinition",1300462271750
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1300462271750
started,bundle,org.eclipse.team.cvs.ui,3.3.302.R36x_v20110203-1036,"org.eclipse.team.cvs.ui",1300462271859
started,bundle,org.eclipse.team.svn.core,0.7.9.I20110207-1700,"org.eclipse.team.svn.core",1300462271875
started,bundle,org.eclipse.team.svn.ui,0.7.9.I20110207-1700,"org.eclipse.team.svn.ui",1300462272234
started,bundle,org.polarion.eclipse.team.svn.connector.svnkit16,2.2.2.I20110124-1700,"org.polarion.eclipse.team.svn.connector.svnkit16",1300462272250
started,bundle,org.jboss.tools.jst.web.ui,3.2.0.v20110215-1251-H28-GA,"org.jboss.tools.jst.web.ui",1300462272296
started,bundle,org.jboss.tools.common.projecttemplates,3.2.0.v20110215-1235-H25-GA,"org.jboss.tools.common.projecttemplates",1300462273750
started,bundle,org.jboss.tools.jst.web,3.2.0.v20110215-1251-H28-GA,"org.jboss.tools.jst.web",1300462273750
started,bundle,org.jboss.tools.jsf.ui,3.2.0.v20110215-1535-H41-GA,"org.jboss.tools.jsf.ui",1300462273765
started,bundle,org.jboss.tools.struts.ui,3.1.0.v20110215-1526-H32-GA,"org.jboss.tools.struts.ui",1300462273765
started,bundle,org.jboss.tools.common.verification.ui,3.1.0.v20110215-1235-H25-GA,"org.jboss.tools.common.verification.ui",1300462273765
started,bundle,org.eclipse.core.variables,3.2.400.v20100505,"org.eclipse.core.variables",1300462274828
started,bundle,org.jboss.ide.eclipse.archives.core,3.2.0.v20110215-1233-H26-GA,"org.jboss.ide.eclipse.archives.core",1300462274843
started,bundle,org.jboss.ide.eclipse.archives.ui,3.2.0.v20110215-1233-H26-GA,"org.jboss.ide.eclipse.archives.ui",1300462274843
started,bundle,org.jboss.ide.eclipse.archives.webtools,2.2.0.v20110216-1758-H51-GA,"org.jboss.ide.eclipse.archives.webtools",1300462274906
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300462278765
started,bundle,org.springframework.ide.eclipse.uaa,2.5.2.201102280943-SR3,"org.springframework.ide.eclipse.uaa",1300462280906
started,bundle,org.eclipse.wst.sse.core,1.1.504.v201102160550,"org.eclipse.wst.sse.core",1300462295250
started,bundle,org.maven.ide.eclipse.maven_model_edit,0.12.1.20110112-1712,"org.maven.ide.eclipse.maven_model_edit",1300462295281
started,bundle,org.maven.ide.eclipse,0.12.1.20110112-1712,"org.maven.ide.eclipse",1300462295328
started,bundle,org.eclipse.debug.core,3.6.0.v20100519,"org.eclipse.debug.core",1300462295343
started,bundle,org.maven.ide.eclipse.jdt,0.12.1.20110112-1712,"org.maven.ide.eclipse.jdt",1300462295359
started,bundle,org.eclipse.jdt.launching,3.5.200.v20110105_r362,"org.eclipse.jdt.launching",1300462295375
started,bundle,org.eclipse.jst.servlet.ui,1.1.404.v201101270100,"org.eclipse.jst.servlet.ui",1300462295921
started,bundle,org.eclipse.wst.jsdt.core,1.1.4.v201102102045,"org.eclipse.wst.jsdt.core",1300462296328
started,bundle,org.eclipse.pde.core,3.6.2.v20110210_r362,"org.eclipse.pde.core",1300462296343
started,bundle,org.eclipse.wst.jsdt.manipulation,1.0.200.v201004150600,"org.eclipse.wst.jsdt.manipulation",1300462296531
started,bundle,org.eclipse.wst.jsdt.ui,1.1.4.v201102160540,"org.eclipse.wst.jsdt.ui",1300462296531
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908252030,"org.eclipse.wst.common.core",1300462296906
started,bundle,org.eclipse.wst.common.modulecore,1.2.5.v201101270100,"org.eclipse.wst.common.modulecore",1300462296906
started,bundle,org.eclipse.jst.j2ee.core,1.2.4.v201102101900,"org.eclipse.jst.j2ee.core",1300462296921
started,bundle,org.eclipse.jem,2.0.400.v201005110200,"org.eclipse.jem",1300462296953
started,bundle,org.eclipse.wst.common.frameworks.ui,1.2.0.v201004080500,"org.eclipse.wst.common.frameworks.ui",1300462297015
started,bundle,org.eclipse.wst.validation,1.2.201.v201101270100,"org.eclipse.wst.validation",1300462297031
started,bundle,org.eclipse.jst.j2ee,1.1.404.v201102081800,"org.eclipse.jst.j2ee",1300462297046
started,bundle,org.eclipse.jst.jee.ui,1.0.304.v201101272100,"org.eclipse.jst.jee.ui",1300462297062
started,bundle,org.jboss.tools.common.el.core,3.2.0.v20110215-1235-H25-GA,"org.jboss.tools.common.el.core",1300462297078
started,bundle,org.eclipse.jst.j2ee.navigator.ui,1.1.403.v201012020600,"org.eclipse.jst.j2ee.navigator.ui",1300462297093
started,bundle,org.jboss.tools.esb.project.ui,1.4.0.v20110215-1314-H32-GA,"org.jboss.tools.esb.project.ui",1300462299640
error,log,,,"Unable to update index for snapshots|http://localhost:8081/nexus/content/groups/public-snapshots",1300462302390
opened,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1300462302515
started,bundle,org.jboss.tools.jst.jsp,3.2.0.v20110215-1251-H28-GA,"org.jboss.tools.jst.jsp",1300462302546
started,bundle,org.jboss.tools.common.text.ext,3.2.0.v20110215-1235-H25-GA,"org.jboss.tools.common.text.ext",1300462302609
error,log,,,"Unable to update index for central|http://localhost:8081/nexus/content/groups/public",1300462304890
started,bundle,org.jboss.tools.common.model.ui,3.2.0.v20110215-1235-H25-GA,"org.jboss.tools.common.model.ui",1300462311078
started,bundle,org.jboss.tools.common.verification,3.2.0.v20110215-1235-H25-GA,"org.jboss.tools.common.verification",1300462311609
started,bundle,org.jboss.tools.struts.verification,3.1.0.v20110215-1526-H32-GA,"org.jboss.tools.struts.verification",1300462311843
started,bundle,org.jboss.tools.jsf.verification,3.1.0.v20110215-1535-H41-GA,"org.jboss.tools.jsf.verification",1300462311859
started,bundle,org.jboss.tools.jst.web.verification,3.1.0.v20110215-1251-H28-GA,"org.jboss.tools.jst.web.verification",1300462311890
started,bundle,org.jboss.tools.struts,3.2.0.v20110215-1526-H32-GA,"org.jboss.tools.struts",1300462311890
started,bundle,org.jboss.tools.jsf,3.2.0.v20110215-1535-H41-GA,"org.jboss.tools.jsf",1300462311906
started,bundle,org.jboss.tools.jst.web.tiles,3.1.0.v20110215-1251-H28-GA,"org.jboss.tools.jst.web.tiles",1300462311906
started,bundle,org.jboss.tools.hibernate.xml,3.4.0.v20110215-1252-H31-GA,"org.jboss.tools.hibernate.xml",1300462311906
started,bundle,org.jboss.tools.seam.xml,3.2.0.v20110216-1818-H44-GA,"org.jboss.tools.seam.xml",1300462311906
started,bundle,org.jboss.tools.seam.pages.xml,3.1.0.v20110216-1818-H44-GA,"org.jboss.tools.seam.pages.xml",1300462311906
started,bundle,org.jboss.tools.cdi.xml,1.0.0.v20110215-1333-H24-GA,"org.jboss.tools.cdi.xml",1300462311906
started,bundle,org.jboss.tools.esb.core,1.4.0.v20110215-1314-H32-GA,"org.jboss.tools.esb.core",1300462311906
started,bundle,org.jboss.tools.smooks.ui,1.2.0.v20110215-1231-H25-GA,"org.jboss.tools.smooks.ui",1300462311921
started,bundle,org.maven.ide.eclipse.editor.xml,0.12.1.20110112-1712,"org.maven.ide.eclipse.editor.xml",1300462312000
started,bundle,org.eclipse.wst.common.uriresolver,1.1.401.v201004280700,"org.eclipse.wst.common.uriresolver",1300462312015
started,bundle,org.jboss.tools.modeshape.rest,1.1.0.v20110215-1227-H23-GA,"org.jboss.tools.modeshape.rest",1300462313640
started,bundle,org.springframework.ide.eclipse.webflow.ui,2.5.2.201102280943-SR3,"org.springframework.ide.eclipse.webflow.ui",1300462313656
started,bundle,org.springframework.ide.eclipse.webflow.core,2.5.2.201102280943-SR3,"org.springframework.ide.eclipse.webflow.core",1300462313671
started,bundle,org.hibernate.eclipse.jdt.ui,3.4.0.v20110215-1252-H31-GA,"org.hibernate.eclipse.jdt.ui",1300462314859
started,bundle,org.hibernate.eclipse,3.4.0.v20110215-1252-H31-GA,"org.hibernate.eclipse",1300462314921
started,bundle,org.eclipse.jpt.core,2.3.3.v201102172310,"org.eclipse.jpt.core",1300462314953
started,bundle,org.hibernate.eclipse.console,3.4.0.v20110215-1252-H31-GA,"org.hibernate.eclipse.console",1300462314968
started,bundle,org.eclipse.jdt.apt.core,3.3.402.R36_v20110120-1000,"org.eclipse.jdt.apt.core",1300462314968
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.301.R36_v20100727-0110,"org.eclipse.jdt.apt.pluggable.core",1300462314968
error,log,,,"Build errors for sampleservices.client",1300462315796
started,bundle,org.eclipse.jst.server.core,1.2.101.v20100421,"org.eclipse.jst.server.core",1300462315812
started,bundle,org.eclipse.jst.jee,1.0.302.v201101122300,"org.eclipse.jst.jee",1300462315812
started,bundle,org.jboss.ide.eclipse.as.wtp.core,2.2.0.v20110216-1758-H51-GA,"org.jboss.ide.eclipse.as.wtp.core",1300462315828
started,bundle,org.jboss.tools.bpel.runtimes,0.4.0.v20110215-1230-H24-GA,"org.jboss.tools.bpel.runtimes",1300462315843
started,bundle,org.jboss.tools.esb.project.core,1.4.0.v20110215-1314-H32-GA,"org.jboss.tools.esb.project.core",1300462315843
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300462319515
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.import",1300462319562
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.import",1300462319562
no handler,command,org.eclipse.datatools.sqltools.result.ui,,"org.eclipse.datatools.sqltools.result.removeAllInstances",1300462322890
started,bundle,org.eclipse.ltk.core.refactoring,3.5.101.r362_v20101117-0800,"org.eclipse.ltk.core.refactoring",1300462324984
started,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1300462324984
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300462325250
started,bundle,org.springframework.ide.eclipse.beans.ui.refactoring,2.5.2.201102280943-SR3,"org.springframework.ide.eclipse.beans.ui.refactoring",1300462330140
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300462330359
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1300462330359
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1300462330359
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300462334375
started,bundle,org.eclipse.pde,3.6.1.v201102101200,"org.eclipse.pde",1300462391765
started,bundle,org.eclipse.equinox.simpleconfigurator.manipulator,2.0.0.v20100503,"org.eclipse.equinox.simpleconfigurator.manipulator",1300462391781
started,bundle,org.eclipse.equinox.frameworkadmin,2.0.0.v20100503,"org.eclipse.equinox.frameworkadmin",1300462391781
started,bundle,org.eclipse.equinox.frameworkadmin.equinox,1.0.200.v20100505,"org.eclipse.equinox.frameworkadmin.equinox",1300462394015
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300462395562
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.import",1300462395578
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.import",1300462395578
started,bundle,org.eclipse.jst.common.frameworks,1.1.403.v201012160000,"org.eclipse.jst.common.frameworks",1300462398562
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300462404812
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300462411765
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300462411796
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300462414125
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1300462414125
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1300462414125
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300462421734
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300462461234
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.import",1300462461265
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.import",1300462461265
error,log,,,"Build errors for sampleservices.client",1300462464765
started,bundle,org.eclipse.m2m.qvt.oml.ui,2.1.0.v20091116-1630,"org.eclipse.m2m.qvt.oml.ui",1300462467765
started,bundle,org.eclipse.xtext.ui,1.0.2.v201102150722,"org.eclipse.xtext.ui",1300462467921
started,bundle,org.eclipse.xtext,1.0.2.v201102150722,"org.eclipse.xtext",1300462468000
started,bundle,org.eclipse.xtext.builder,1.0.2.v201102150722,"org.eclipse.xtext.builder",1300462468000
started,bundle,org.eclipse.xtext.ui.shared,1.0.2.v201102150722,"org.eclipse.xtext.ui.shared",1300462468218
started,bundle,org.eclipse.xtext.ecore,1.0.2.v201102150722,"org.eclipse.xtext.ecore",1300462468500
started,bundle,org.eclipse.xtext.ui.ecore,1.0.2.v201102150722,"org.eclipse.xtext.ui.ecore",1300462468625
started,bundle,org.eclipse.emf.mwe.core,1.0.2.v201102150556,"org.eclipse.emf.mwe.core",1300462468875
started,bundle,org.eclipse.xtext.xtext.ui,1.0.2.v201102150722,"org.eclipse.xtext.xtext.ui",1300462470453
started,bundle,org.eclipse.emf.mwe2.language,1.0.2.v201102151014,"org.eclipse.emf.mwe2.language",1300462470468
started,bundle,org.eclipse.xtext.common.types,1.0.2.v201102150722,"org.eclipse.xtext.common.types",1300462470484
started,bundle,org.eclipse.xtext.common.types.ui,1.0.2.v201102150722,"org.eclipse.xtext.common.types.ui",1300462470640
started,bundle,org.eclipse.emf.mwe2.language.ui,1.0.2.v201102151014,"org.eclipse.emf.mwe2.language.ui",1300462471453
